source	target	DATE_FROM	DATE_TO	MS_ID	PLACE_ID	MS_REF
10102	18633	0	0	SP_84/63_f.49	0	SP 84/63 f.49
10407	24658	0	0	spo2_imcc-v003-p000_imcc-v003-p000-m0234-cm	3481	SP 63/25 f.55
10575	28163	0	0	Harley_7002_f.241	0	Harley 7002 f.241
10903	20638	0	0	Harley_7002_f.75	0	Harley 7002 f.75
10955	31585	0	0	SP_84/63_f.12	0	SP 84/63 f.12
11450	28530	0	0	Harley_6999_f.194	0	Harley 6999 f.194
11450	28530	0	0	Harley_6999_f.211	661	Harley 6999 f.211
11450	28530	0	0	Harley_6999_f.51	0	Harley 6999 f.51
11450	28530	0	0	Harley_6999_f.65	661	Harley 6999 f.65
11450	37233	0	0	Harley_291_f.7	0	Harley 291 f.7
11604	28530	0	0	Harley_6999_f.30	5212	Harley 6999 f.30
11604	30478	0	0	Harley_6994_f.124	2346	Harley 6994 f.124
11628	2268	0	0	Harley_291_f.46	0	Harley 291 f.46
11630	28530	0	0	Harley_1582_f.114	0	Harley 1582 f.114
11844	22855	0	0	Harley_296_f.136	0	Harley 296 f.136
11844	23020	0	0	spo2_har1-v001-p000_har1-v001-p000-m06649-cm	0	
11844	30246	0	0	spo2_har1-v001-p000_har1-v001-p000-m04863-cm	0	
12722	1173	0	0	SP_94/8_f.165	0	SP 94/8 f.165
13321	17774	0	0	SP_63/98_f.42	7523	SP 63/98 f.42
13393	3979	0	0	Harley_7002_f.16	0	Harley 7002 f.16
1348	10511	0	0	Harley_296_f.46	0	Harley 296 f.46
13729	21125	0	0	SP_84/55_f.291	0	SP 84/55 f.291
13795	28776	0	0	Harley_6993_f.22	935	Harley 6993 f.22
13898	26382	0	0	spo2_eger-v000-p000_eger-1693-m00001x043-cm	0	Egerton 1693
15583	3979	0	0	Harley_7002_f.25	0	Harley 7002 f.25
15877	29809	0	0	spo2_sp094_sp094-004-m00174-cm	0	SP 94/4 f.273
15931	29276	0	0	Harley_7002_f.252	4623	Harley 7002 f.252
1653	35310	0	0	Harley_290_f.242	0	Harley 290 f.242
16801	17448	0	0	spo2_har1-v001-p000_har1-v001-p000-m06650-cm	0	
16801	26415	0	0	spo2_har1-v001-p000_har1-v001-p000-m06650-cm	0	
16801	30056	0	0	spo2_har1-v001-p000_har1-v001-p000-m06650-cm	0	
17755	28530	0	0	Harley_291_f.11	0	Harley 291 f.11
17857	30478	0	0	Harley_6994_f.162	0	Harley 6994 f.162
19430	26529	0	0	SP_84/60_f.396	0	SP 84/60 f.396
19581	24658	0	0	SP_84/63_f.16	0	SP 84/63 f.16
19699	20461	0	0	Harley_1582_f.311	0	Harley 1582 f.311
19699	37909	0	0	Harley_290_f.90	0	Harley 290 f.90
19699	37909	0	0	Harley_290_f.91	0	Harley 290 f.91
19699	37909	0	0	Harley_290_f.92	0	Harley 290 f.92
19699	37909	0	0	Harley_290_f.93	1753	Harley 290 f.93
19699	37909	0	0	Harley_290_f.94	7700	Harley 290 f.94
19699	37909	0	0	Harley_290_f.95	0	Harley 290 f.95
19908	36733	0	0	Harley_6990_f.97	4153	Harley 6990 f.97
20634	22073	0	0	Harley_7002_f.411	0	Harley 7002 f.411
23053	24658	0	0	spo2_har1-v001-p000_har1-v001-p000-m02683-cm	0	
23729	28530	0	0	Harley_1582_f.104	0	Harley 1582 f.104
23883	24658	0	0	SP_91/1_f.249	0	SP 91/1 f.249
24284	28530	0	0	Harley_260_f.3	0	Harley 260 f.3
24566	10345	0	0	spo2_har1-v001-p000_har1-v001-p000-m02697-cm	0	
24566	17816	0	0	Harley_292_f.144	0	Harley 292 f.144
24658	10804	0	0	spo2_har1-v001-p000_har1-v001-p000-m02690-cm	0	
24658	19244	0	0	spo2_sp078_sp078-048-m04419-cm	0	SP 78/48 f.205
24658	22549	0	0	spo2_sp097_sp097-003-m00217-cm	0	SP 97/3 f.82
24658	22810	0	0	spo2_har1-v001-p000_har1-v001-p000-m06072-cm	0	Harley 291 f.14
24658	28013	0	0	Harley_290_f.202	0	Harley 290 f.202
24658	7085	0	0	Harley_1582_f.140	0	Harley 1582 f.140
24658	8067	0	0	Harley_1582_f.80	0	Harley 1582 f.80
24658	8575	0	0	SP_84/59_f.231	0	SP 84/59 f.231
24658	8575	0	0	SP_84/63_f.161	0	SP 84/63 f.161
24658	8575	0	0	spo2_sp084_sp084-053-m02157-cm	0	SP 84/53 f.232a
24658	8575	0	0	spo2_sp084_sp084-063-m03501-cm	0	SP 84/63 f.69
26317	21375	0	0	Harley_292_f.63	5506	Harley 292 f.63
26529	35310	0	0	Harley_290_f.240	0	Harley 290 f.240
26529	35310	0	0	Harley_290_f.244	0	Harley 290 f.244
26545	28530	0	0	Harley_260_f.139	0	Harley 260 f.139
26545	29276	0	0	Harley_6994_f.3	7313	Harley 6994 f.3
27518	28530	0	0	Harley_6994_f.213	0	Harley 6994 f.213
28013	28530	0	0	Harley_1582_f.22	5506	Harley 1582 f.22
28013	28530	0	0	Harley_1582_f.28	5506	Harley 1582 f.28
28186	24658	0	0	Harley_6993_f.75	0	Harley 6993 f.75
28530	11604	0	0	Harley_6999_f.84	0	Harley 6999 f.84
28530	26545	0	0	Harley_260_f.180	0	Harley 260 f.180
28530	30478	0	0	Harley_260_f.146	0	Harley 260 f.146
28530	30478	0	0	Harley_260_f.181	0	Harley 260 f.181
28530	30478	0	0	Harley_6991_f.116	4466	Harley 6991 f.116
28530	30478	0	0	Harley_6994_f.76	476	Harley 6994 f.76
28530	30478	0	0	Harley_6994_f.84	476	Harley 6994 f.84
28629	29276	0	0	Harley_6992_f.137	2702	Harley 6992 f.137
29547	24658	0	0	Harley_6845_f.199	0	Harley 6845 f.199
29773	28530	0	0	Harley_6845_f.100	0	Harley 6845 f.100
29798	24658	0	0	Harley_291_f.55	0	Harley 291 f.55
29809	1188	0	0	Harley_292_f.79	0	Harley 292 f.79
29814	11315	0	0	Harley_7002_f.103	0	Harley 7002 f.103
30171	265	0	0	SP_63/98_f.40	2435	SP 63/98 f.40
30171	28892	0	0	SP_63/98_f.40	2435	SP 63/98 f.40
30171	5161	0	0	SP_63/98_f.40	2435	SP 63/98 f.40
30198	28530	0	0	Harley_260_f.415	0	Harley 260 f.415
30198	30478	0	0	Harley_260_f.229	0	Harley 260 f.229
30246	32545	0	0	spo2_har1-v001-p000_har1-v001-p000-m04908-cm	0	
30408	26545	0	0	Harley_6994_f.2	7974	Harley 6994 f.2
30478	28530	0	0	Harley_260_f.419	7588	Harley 260 f.419
30478	28530	0	0	Harley_260_f.92	0	Harley 260 f.92
30478	9270	0	0	Harley_6990_f.1	0	Harley 6990 f.1
30586	30478	0	0	Harley_6993_f.129	2725	Harley 6993 f.129
30960	12075	0	0	SP_46/130_f.57	0	SP 46/130 f.57
32488	11450	0	0	Harley_6999_f.213	0	Harley 6999 f.213
32545	31025	0	0	spo2_har1-v001-p000_har1-v001-p000-m04943-cm	0	
33099	28530	0	0	Harley_6994_f.215	1133	Harley 6994 f.215
33564	30246	0	0	spo2_har1-v001-p000_har1-v001-p000-m04926-cm	0	
33644	24658	0	0	SP_79/1_f.384	0	SP 79/1 f.384
35310	28530	0	0	Harley_291_f.103	2561	Harley 291 f.103
35310	28530	0	0	Harley_291_f.104	0	Harley 291 f.104
35360	16801	0	0	Harley_296_f.174	0	Harley 296 f.174
35608	24658	0	0	Harley_1582_f.218	0	Harley 1582 f.218
36735	35310	0	0	Harley_291_f.67	0	Harley 291 f.67
3674	14466	0	0	spo2_har1-v001-p000_har1-v001-p000-m06656-cm	0	
36742	28530	0	0	Harley_290_f.179	0	Harley 290 f.179
37135	19699	0	0	Harley_290_f.133	0	Harley 290 f.133
37135	24658	0	0	Harley_290_f.177	0	Harley 290 f.177
37135	28530	0	0	Harley_6999_f.174	0	Harley 6999 f.174
37200	36228	0	0	Harley_7002_f.306	0	Harley 7002 f.306
37233	11450	0	0	Harley_291_f.8	0	Harley 291 f.8
37432	37081	0	0	Harley_291_f.124	0	Harley 291 f.124
37432	37081	0	0	Harley_291_f.125	0	Harley 291 f.125
37661	24566	0	0	Harley_290_f.74	0	Harley 290 f.74
37781	18739	0	0	SP_94/8_f.169	0	SP 94/8 f.169
37793	29276	0	0	Harley_7002_f.3	0	Harley 7002 f.3
37806	11844	0	0	spo2_har1-v001-p000_har1-v001-p000-m06631-cm	0	Harley 296 f.179
5890	24658	0	0	Harley_1582_f.369	0	Harley 1582 f.369
5890	8227	0	0	Harley_1582_f.369	0	Harley 1582 f.369
6908	272	0	0	Harley_7002_f.147	5506	Harley 7002 f.147
8061	35310	0	0	Harley_296_f.111	7358	Harley 296 f.111
8067	24566	0	0	Harley_6993_f.131	0	Harley 6993 f.131
8575	5173	0	0	Add._Mss_48084_f.78	0	Add. Mss 48084 f.78
8681	19131	0	0	SP_84/63_f.88	0	SP 84/63 f.88
8734	24566	0	0	SP_84/60_f.398	0	SP 84/60 f.398
9207	30478	0	0	Harley_6991_f.76	0	Harley 6991 f.76
11627	25571	11540101	11891231	SP_1/231_f.189	0	SP 1/231 f.189
2062	12444	13270101	13771231	Harley_36_f.14	0	Harley 36 f.14
12803	1570	13610101	16561231	SP_46/130_f.56	0	SP 46/130 f.56
15846	30251	14260101	15150803	SP_46/130_f.16	0	SP 46/130 f.16
30251	10403	14260101	15150803	SP_46/130_f.23	0	SP 46/130 f.23
30251	15846	14260101	15150803	SP_46/130_f.19	0	SP 46/130 f.19
20354	31642	14580914	14580914	SP_46/163/1_f.26	0	SP 46/163/1 f.26
20354	3905	14580914	14580914	SP_46/163/1_f.26	0	SP 46/163/1 f.26
10403	11844	14910605	14910605	SP_60/1_f.2	2435	SP 60/1 f.2
10915	3906	14990101	16021231	spo2_sp046_sp046-163-m22698-cm	0	SP 46/163/1
25197	31642	14990101	16021231	SP_46/163/1_f.23	0	SP 46/163/1 f.23
27960	24566	14990101	16021231	SP_46/163/1_f.59	0	SP 46/163/1 f.59
38069	24566	14990101	16021231	SP_46/163/1_f.62	0	SP 46/163/1 f.62
25062	36318	15010523	15010523	SP_1/234_f.93	1793	SP 1/234 f.93
33257	4654	15060705	15060705	Harley_292_f.19	4414	Harley 292 f.19
12593	12070	15090101	15091231	SP_1/231_f.2	0	SP 1/231 f.2
12798	19724	15090101	15091231	SP_1/231_f.16	0	SP 1/231 f.16
13155	1030	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0190-cm	0	
13155	1036	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0306-cm	0	
13155	16366	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0303-cm	0	
13155	19325	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0015-cm	0	
13155	19985	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0016-cm	2561	
13155	23864	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0307-cm	0	
13155	24335	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0094-cm	0	
13155	24641	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0108-cm	0	
13155	3669	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0297-cm	0	
13155	37637	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0190-cm	0	
13155	38015	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0095-cm	0	
13155	9450	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0305-cm	0	
16714	35582	15090101	15091231	SP_1/231_f.20	0	SP 1/231 f.20
17403	8634	15090101	15131231	SP_46/1_f.147	0	SP 46/1 f.147
17517	15917	15090101	15091231	SP_1/231_f.29	0	SP 1/231 f.29
1785	22959	15090101	15091231	SP_1/231_f.64	0	SP 1/231 f.64
22907	26425	15090101	15091231	SP_1/231_f.12b	0	SP 1/231 f.12b
23680	665	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0308-cm	0	
26522	21468	15090101	15091231	SP_1/231_f.17	1445	SP 1/231 f.17
26724	28369	15090101	15091231	SP_1/231_f.38	0	SP 1/231 f.38
2791	11844	15090101	15471231	spo1_MQIS_SAL-v013-p013_mqes_sal-v013-p013-m0083-cm	0	
29345	11844	15090101	15471231	spo2_har1-v001-p000_har1-v001-p000-m05690-cm	0	Harley 288 f.27
31156	25703	15090101	15091231	SP_1/231_f.19	4466	SP 1/231 f.19
32362	16175	15090101	15091231	SP_1/231_f.22	0	SP 1/231 f.22
32422	14284	15090101	15091231	SP_1/231_f.9	885	SP 1/231 f.9
32428	12751	15090101	15091231	SP_1/231_f.27	4215	SP 1/231 f.27
32552	24566	15090101	15091231	SP_1/1_f.65	0	SP 1/1 f.65
32560	25617	15090101	15091231	SP_1/229_f.8	0	SP 1/229 f.8
33300	18008	15090101	15091231	SP_1/9_f.232	0	SP 1/9 f.232
33300	30251	15090101	15231231	SP_46/130_f.25	0	SP 46/130 f.25
35311	26425	15090101	15091231	SP_1/231_f.10	0	SP 1/231 f.10
36041	15938	15090101	15091231	SP_1/231_f.30	786	SP 1/231 f.30
36131	6113	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0052-cm	0	
3674	23994	15090101	15471231	spo2_har1-v001-p000_har1-v001-p000-m06600-cm	0	Harley 296 f.37
3674	28499	15090101	15471231	spo2_har1-v001-p000_har1-v001-p000-m06600-cm	0	Harley 296 f.37
3674	28711	15090101	15471231	spo2_har1-v001-p000_har1-v001-p000-m06600-cm	0	Harley 296 f.37
3674	30994	15090101	15471231	spo2_har1-v001-p000_har1-v001-p000-m06600-cm	0	Harley 296 f.37
37474	15055	15090101	15091231	SP_1/231_f.18	0	SP 1/231 f.18
736	20802	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0263-cm	0	
736	37133	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0263-cm	0	
8310	11915	15090101	15091231	SP_1/231_f.34	0	SP 1/231 f.34
8829	16721	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0041-cm	0	
8829	9562	15090101	15091231	spo1_HEN8-v001-p001_hen8-v001-p001-m0024-cm	0	
898	26425	15090101	15091231	SP_1/231_f.4	6311	SP 1/231 f.4
25890	26425	15090122	15090122	SP_1/231_f.13	6311	SP 1/231 f.13
22907	26425	15090209	15090209	SP_1/231_f.12a	4466	SP 1/231 f.12a
12373	26425	15090214	15090214	SP_1/231_f.12	5420	SP 1/231 f.12
35101	26425	15090227	15090227	SP_1/231_f.5	4466	SP 1/231 f.5
14492	26425	15090407	15090407	SP_1/231_f.7	4466	SP 1/231 f.7
1074	7748	15090422	15470128	SP_46/162_f.274	0	SP 46/162 f.274
14750	20850	15090422	15470128	SP_46/162_f.277	0	SP 46/162 f.277
15688	29645	15090422	15470128	SP_46/162_f.275	0	SP 46/162 f.275
11844	19325	15090425	15090425	spo1_HEN8-v001-p001_hen8-v001-p001-m0006-cm	0	
35923	29282	15090430	15090430	SP_1/231_f.28	636	SP 1/231 f.28
13155	5414	15090501	15090501	spo1_HEN8-v001-p001_hen8-v001-p001-m0014-cm	2561	
8829	11844	15090511	15090511	spo1_HEN8-v001-p001_hen8-v001-p001-m0023-cm	0	
8829	16721	15090514	15090514	spo1_HEN8-v001-p001_hen8-v001-p001-m0033-cm	0	
8829	9562	15090514	15090514	spo1_HEN8-v001-p001_hen8-v001-p001-m0032-cm	0	
736	16721	15090518	15090518	spo1_HEN8-v001-p001_hen8-v001-p001-m0042-cm	0	
14681	16998	15090525	15090525	SP_1/231_f.14	1133	SP 1/231 f.14
19985	19325	15090525	15090525	spo1_HEN8-v001-p001_hen8-v001-p001-m0051-cm	5838	
35096	6113	15090527	15090527	spo1_HEN8-v001-p001_hen8-v001-p001-m0053-cm	0	
17478	865	15090530	15090530	spo1_HEN8-v001-p001_hen8-v001-p001-m0055-cm	0	
27707	865	15090530	15090530	spo1_HEN8-v001-p001_hen8-v001-p001-m0055-cm	0	
24335	12966	15090601	15090601	spo1_HEN8-v001-p001_hen8-v001-p001-m0057-cm	0	
31713	11844	15090608	15090608	spo2_hen8-fd1509-td1573_hen8-fd1509-td1573-m0003-cm	2435	SP 60/1 f.1
5161	11844	15090608	15090608	SP_60/1_f.1	3821	SP 60/1 f.1
13155	11844	15090611	15090611	Cotton_Vespasian_F/III_f.79	0	Cotton Vespasian F/III f.79
30206	11844	15090626	15090626	SP_1/1_f.35	0	SP 1/1 f.35
11844	19325	15090627	15090627	spo1_HEN8-v001-p001_hen8-v001-p001-m0086-cm	0	
12711	11844	15090629	15090629	Cotton_Galba_B/VI_f.74	0	Cotton Galba B/VI f.74
17478	784	15090629	15090629	spo1_HEN8-v001-p001_hen8-v001-p001-m0092-cm	7358	
27707	784	15090629	15090629	spo1_HEN8-v001-p001_hen8-v001-p001-m0092-cm	7358	
24292	6113	15090630	15090630	spo1_HEN8-v001-p001_hen8-v001-p001-m0093-cm	0	
24335	11844	15090706	15090706	SP_1/1_f.59	5879	SP 1/1 f.59
11844	3663	15090708	15090708	spo1_HEN8-v001-p001_hen8-v001-p001-m0103-cm	3242	
13155	10374	15090709	15090709	spo1_HEN8-v001-p001_hen8-v001-p001-m0105-cm	0	
11844	28681	15090710	15090710	spo1_HEN8-v001-p001_hen8-v001-p001-m0106-cm	3242	
5704	13019	15090710	15090710	spo1_HEN8-v001-p001_hen8-v001-p001-m0110-cm	6623	
8650	11844	15090715	15090715	Cotton_Vitellius_B/II_f.4	7421	Cotton Vitellius B/II f.4
11844	8829	15090717	15090717	spo1_HEN8-v001-p001_hen8-v001-p001-m0114-cm	3242	
17521	5809	15090718	15090718	spo1_HEN8-v001-p001_hen8-v001-p001-m0115-cm	775	
13155	1542	15090719	15090719	spo1_HEN8-v001-p001_hen8-v001-p001-m0116-cm	2561	
16366	13155	15090724	15090724	spo1_HEN8-v001-p001_hen8-v001-p001-m0119-cm	2027	
11844	8829	15090726	15090726	spo1_HEN8-v001-p001_hen8-v001-p001-m0121-cm	2076	
17523	11844	15090728	15090728	Cotton_Vitellius_B/II_f.5	5132	Cotton Vitellius B/II f.5
24335	12966	15090728	15090728	spo1_HEN8-v001-p001_hen8-v001-p001-m0126-cm	5879	
16721	8829	15090729	15090729	spo1_HEN8-v001-p001_hen8-v001-p001-m0129-cm	0	
11844	8829	15090730	15090730	spo1_HEN8-v001-p001_hen8-v001-p001-m0130-cm	0	
13155	11844	15090730	15090730	Cotton_Caligula_B/VI_f.22	0	Cotton Caligula B/VI f.22
19985	19325	15090730	15090730	spo1_HEN8-v001-p001_hen8-v001-p001-m0132-cm	7889	
11135	11844	15090803	15090803	Cotton_Vitellius_B/II	7421	Cotton Vitellius B/II
8650	11844	15090805	15090805	Cotton_Vitellius_B/II_f.6	7421	Cotton Vitellius B/II f.6
17478	865	15090806	15090806	spo1_HEN8-v001-p001_hen8-v001-p001-m0142-cm	7358	
27707	865	15090806	15090806	spo1_HEN8-v001-p001_hen8-v001-p001-m0142-cm	7358	
11844	19325	15090808	15090808	spo1_HEN8-v001-p001_hen8-v001-p001-m0145-cm	7747	
24307	24071	15090817	15090817	spo1_HEN8-v001-p001_hen8-v001-p001-m0149-cm	7358	
14627	26425	15090829	15090829	SP_1/231_f.11	3390	SP 1/231 f.11
17478	865	15090830	15090830	spo1_HEN8-v001-p001_hen8-v001-p001-m0156-cm	7358	
27707	865	15090830	15090830	spo1_HEN8-v001-p001_hen8-v001-p001-m0156-cm	7358	
11844	19325	15090909	15090909	spo1_HEN8-v001-p002_hen8-v001-p002-m1815-cm	2651	
15924	11844	15090909	15090909	Cotton_Vespasian_C/I_f.56	0	Cotton Vespasian C/I f.56
33230	33300	15090911	15090911	SP_1/229_f.9	2515	SP 1/229 f.9
16326	11844	15090912	15090912	SP_1/1_f.74	0	SP 1/1 f.74
8829	11844	15090913	15090913	spo1_HEN8-v001-p001_hen8-v001-p001-m0168-cm	7328	
8829	16721	15090913	15090913	spo1_HEN8-v001-p001_hen8-v001-p001-m0169-cm	0	
17478	865	15090915	15090915	spo1_HEN8-v001-p001_hen8-v001-p001-m0171-cm	7358	
27707	865	15090915	15090915	spo1_HEN8-v001-p001_hen8-v001-p001-m0171-cm	7358	
25469	33300	15090917	15090917	SP_1/2_f.67	1133	SP 1/2 f.67
8406	13155	15090918	15090918	spo1_HEN8-v001-p001_hen8-v001-p001-m0173-cm	6230	
24335	12966	15090922	15090922	spo1_HEN8-v001-p001_hen8-v001-p001-m0175-cm	7422	
24335	1580	15090928	15090928	spo1_HEN8-v001-p001_hen8-v001-p001-m0180-cm	7422	
8305	13155	15090929	15090929	spo1_HEN8-v001-p001_hen8-v001-p001-m0181-cm	0	
4273	33300	15090930	15090930	SP_1/1_f.80	7681	SP 1/1 f.80
10827	11844	15091001	15091001	Cotton_Otho_C/IX_f.1	0	Cotton Otho C/IX f.1
17478	784	15091002	15091002	spo1_HEN8-v001-p001_hen8-v001-p001-m0194-cm	7358	
27707	784	15091002	15091002	spo1_HEN8-v001-p001_hen8-v001-p001-m0194-cm	7358	
8314	19741	15091005	15091005	SP_1/231_f.26	2152	SP 1/231 f.26
19985	19325	15091007	15091007	spo1_HEN8-v001-p001_hen8-v001-p001-m0198-cm	4585	
11844	19325	15091011	15091011	spo1_HEN8-v001-p001_hen8-v001-p001-m0202-cm	5463	
13576	32843	15091016	15091016	spo1_HEN8-v001-p001_hen8-v001-p001-m0205-cm	0	
24335	665	15091017	15091017	spo1_HEN8-v001-p001_hen8-v001-p001-m0209-cm	0	
24335	23680	15091018	15091018	spo1_HEN8-v001-p001_hen8-v001-p001-m0210-cm	0	
665	13155	15091022	15091022	spo1_HEN8-v001-p001_hen8-v001-p001-m0214-cm	0	
11844	8829	15091101	15091101	spo1_HEN8-v001-p001_hen8-v001-p001-m0222-cm	3242	
19985	19325	15091102	15091102	spo1_HEN8-v001-p001_hen8-v001-p001-m0224-cm	5935	
13155	4984	15091110	15091110	spo1_HEN8-v001-p001_hen8-v001-p001-m0235-cm	2561	
14159	30035	15091112	15091112	SP_1/231_f.1	5556	SP 1/231 f.1
17478	865	15091115	15091115	spo1_HEN8-v001-p001_hen8-v001-p001-m0242-cm	7358	
27707	865	15091115	15091115	spo1_HEN8-v001-p001_hen8-v001-p001-m0242-cm	7358	
16366	13155	15091122	15091122	spo1_HEN8-v001-p001_hen8-v001-p001-m0249-cm	6296	
8829	16721	15091128	15091128	spo1_HEN8-v001-p001_hen8-v001-p001-m0255-cm	4687	
17478	784	15091203	15091203	spo1_HEN8-v001-p001_hen8-v001-p001-m0264-cm	7358	
27707	784	15091203	15091203	spo1_HEN8-v001-p001_hen8-v001-p001-m0264-cm	7358	
8829	16721	15091203	15091203	spo1_HEN8-v001-p001_hen8-v001-p001-m0262-cm	4687	
17478	784	15091208	15091208	spo1_HEN8-v001-p001_hen8-v001-p001-m0269-cm	7358	
20353	19325	15091208	15091208	spo1_HEN8-v001-p001_hen8-v001-p001-m0268-cm	775	
27707	784	15091208	15091208	spo1_HEN8-v001-p001_hen8-v001-p001-m0269-cm	7358	
24310	13155	15091213	15091213	spo1_HEN8-v001-p001_hen8-v001-p001-m0277-cm	0	
19985	19325	15091214	15091214	spo1_HEN8-v001-p001_hen8-v001-p001-m0278-cm	816	
15305	21609	15091221	15091221	SP_1/231_f.24	2364	SP 1/231 f.24
17478	865	15091221	15091221	spo1_HEN8-v001-p001_hen8-v001-p001-m0280-cm	7358	
27707	865	15091221	15091221	spo1_HEN8-v001-p001_hen8-v001-p001-m0280-cm	7358	
17478	865	15091222	15091222	spo1_HEN8-v001-p001_hen8-v001-p001-m0282-cm	7358	
27707	865	15091222	15091222	spo1_HEN8-v001-p001_hen8-v001-p001-m0282-cm	7358	
4095	13155	15091222	15091222	spo1_HEN8-v001-p001_hen8-v001-p001-m0281-cm	7932	
13155	24335	15091224	15091224	spo1_HEN8-v001-p001_hen8-v001-p001-m0283-cm	2561	
13155	3669	15091224	15091224	spo1_HEN8-v001-p001_hen8-v001-p001-m0284-cm	0	
16366	13155	15091228	15091228	spo1_HEN8-v001-p001_hen8-v001-p001-m0287-cm	2027	
17478	784	15091229	15091229	spo1_HEN8-v001-p001_hen8-v001-p001-m0288-cm	7358	
27707	784	15091229	15091229	spo1_HEN8-v001-p001_hen8-v001-p001-m0288-cm	7358	
10372	24641	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0590-cm	0	
11844	30206	15100101	15101231	Cotton_Galba_B/III_f.6	0	Cotton Galba B/III f.6
11844	4273	15100101	15101231	Cotton_Vitellius_B/II_f.18	0	Cotton Vitellius B/II f.18
13155	13156	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0666-cm	2561	
13155	16366	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0587-cm	0	
13155	16795	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0668-cm	2561	
13155	17521	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0585-cm	0	
13155	19325	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0486-cm	0	
13155	24335	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0378-cm	0	
13155	24641	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0658-cm	0	
13155	34054	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0663-cm	0	
13155	3669	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0505-cm	6622	
13155	3936	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0662-cm	0	
13155	4095	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0358-cm	2561	
14822	21468	15100101	15101231	SP_1/231_f.188	4466	SP 1/231 f.188
17018	33845	15100101	15101231	SP_1/231_f.194	0	SP 1/231 f.194
17478	784	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0386-cm	7358	
19325	19985	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0448-cm	0	
19387	16366	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0520-cm	0	
19985	19325	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0547-cm	0	
23680	1789	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0665-cm	0	
23680	27705	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0664-cm	0	
24335	23680	15100101	15100101	spo1_HEN8-v001-p001_hen8-v001-p001-m0319-cm	807	
27707	784	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0386-cm	7358	
6113	27754	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0654-cm	0	
8829	18465	15100101	15101231	spo1_HEN8-v001-p001_hen8-v001-p001-m0484-cm	0	
8829	20802	15100101	15100131	spo1_HEN8-v001-p002_hen8-v001-p002-m1818-cm	0	
17478	865	15100105	15100105	spo1_HEN8-v001-p001_hen8-v001-p001-m0321-cm	7358	
27707	865	15100105	15100105	spo1_HEN8-v001-p001_hen8-v001-p001-m0321-cm	7358	
17478	865	15100106	15100106	spo1_HEN8-v001-p001_hen8-v001-p001-m0324-cm	7358	
27707	865	15100106	15100106	spo1_HEN8-v001-p001_hen8-v001-p001-m0324-cm	7358	
17478	806	15100110	15100110	spo1_HEN8-v001-p001_hen8-v001-p001-m0330-cm	7358	
27707	806	15100110	15100110	spo1_HEN8-v001-p001_hen8-v001-p001-m0330-cm	7358	
15924	11844	15100111	15100111	Cotton_Vespasian_C/I_f.43	0	Cotton Vespasian C/I f.43
17478	865	15100112	15100112	spo1_HEN8-v001-p001_hen8-v001-p001-m0332-cm	7358	
27707	865	15100112	15100112	spo1_HEN8-v001-p001_hen8-v001-p001-m0332-cm	7358	
